Date,Lab,Con,Lib Dem
2000-12-03,44.0,34.0,16.0
2000-11-28,48.0,33.0,13.0
2000-11-25,47.0,34.0,13.0
2000-11-07,45.0,34.0,14.0
2000-11-05,40.0,34.0,20.0
2000-11-03,42.0,34.0,17.0
2000-10-23,45.0,32.0,17.0
2000-10-16,40.0,35.0,19.0
2000-10-13,42.0,35.0,17.0
2000-10-10,40.0,38.0,19.0
2000-09-30,38.0,37.0,20.0
2000-09-30,43.0,36.0,16.0
2000-09-29,43.0,37.0,13.0
2000-09-26,37.0,35.0,21.0
2000-09-26,39.0,36.0,20.0
2000-09-23,32.0,40.0,22.0
2000-09-22,35.0,39.0,21.0
2000-09-19,36.0,36.0,21.0
2000-09-19,35.0,40.0,16.0
2000-09-17,34.0,38.0,22.0
2000-09-16,37.0,37.0,21.0
2000-09-15,36.0,38.0,18.0
2000-09-12,45.0,32.0,16.0
2000-09-12,45.0,30.0,17.0
2000-09-06,48.0,32.0,13.0
2000-08-21,51.0,29.0,15.0
2000-08-18,51.0,32.0,12.0
2000-08-13,44.0,34.0,17.0
2000-08-07,47.0,32.0,14.0
2000-07-24,49.0,33.0,12.0
2000-07-22,51.0,32.0,11.0
2000-07-15,42.0,35.0,17.0
2000-07-14,47.0,32.0,15.0
2000-07-11,45.0,35.0,14.0
2000-06-30,46.0,32.0,17.0
2000-06-27,47.0,33.0,13.0
2000-06-26,43.0,32.0,17.0
2000-06-23,47.0,34.0,14.0
2000-06-09,41.0,38.0,16.0
2000-06-06,49.0,30.0,15.0
2000-05-23,48.0,32.0,15.0
2000-05-19,46.0,33.0,14.0
2000-05-15,41.0,34.0,18.0
2000-05-09,47.0,31.0,14.0
2000-05-07,43.0,35.0,15.0
2000-04-18,51.0,27.0,15.0
2000-04-15,45.0,32.0,15.0
2000-04-11,50.0,32.0,12.0
2000-03-28,50.0,29.0,14.0
2000-03-19,44.0,32.0,16.0
2000-03-07,51.0,31.0,11.0
2000-02-22,50.0,29.0,15.0
2000-02-13,44.0,29.0,18.0
2000-02-06,49.0,28.0,15.0
2000-01-27,49.0,29.0,15.0
2000-01-25,50.0,30.0,15.0
2000-01-17,47.0,30.0,17.0
2000-01-12,53.0,30.0,12.0
1999-12-14,54.0,28.0,13.0
1999-12-12,48.0,29.0,17.0
1999-12-01,53.0,27.0,15.0
1999-11-22,55.0,25.0,14.0
1999-11-14,44.0,34.0,15.0
1999-11-10,50.0,32.0,12.0
1999-11-02,52.0,28.0,14.0
1999-10-26,45.0,32.0,17.0
1999-10-25,56.0,28.0,11.0
1999-10-14,52.0,31.0,13.0
1999-09-29,52.0,29.0,13.0
1999-09-27,52.0,25.0,17.0
1999-09-19,45.0,32.0,16.0
1999-09-11,49.0,32.0,13.0
1999-09-01,52.0,27.0,13.0
1999-08-23,49.0,27.0,17.0
1999-08-15,48.0,30.0,16.0
1999-08-04,51.0,30.0,12.0
1999-07-26,51.0,28.0,14.0
1999-07-11,48.0,31.0,16.0
1999-06-21,51.0,28.0,13.0
1999-06-05,46.0,29.0,19.0
1999-06-01,52.0,24.0,16.0
1999-05-24,52.0,28.0,14.0
1999-05-08,51.0,28.0,16.0
1999-05-01,50.0,30.0,14.0
1999-04-28,52.0,29.0,13.0
1999-04-26,56.0,25.0,13.0
1999-04-17,52.0,29.0,16.0
1999-04-07,54.0,27.0,13.0
1999-03-22,54.0,27.0,13.0
1999-03-07,52.0,29.0,16.0
1999-03-04,52.0,30.0,11.0
1999-02-22,51.0,30.0,14.0
1999-02-07,49.0,28.0,16.0
1999-02-03,53.0,29.0,13.0
1999-01-25,56.0,24.0,14.0
1999-01-12,57.0,25.0,12.0
1999-01-06,52.0,29.0,13.0
1999-01-03,50.0,30.0,15.0
1998-12-15,55.0,27.0,12.0
1998-12-14,54.0,27.0,12.0
1998-12-07,49.0,29.0,16.0
1998-12-02,55.0,29.0,11.0
1998-11-23,53.0,29.0,13.0
1998-11-06,51.0,27.0,17.0
1998-11-04,54.0,28.0,14.0
1998-10-26,53.0,26.0,16.0
1998-10-04,51.0,29.0,15.0
1998-09-30,57.0,23.0,15.0
1998-09-21,56.0,24.0,15.0
1998-09-06,48.0,29.0,17.0
1998-09-03,54.0,28.0,12.0
1998-08-24,52.0,28.0,14.0
1998-08-09,47.0,31.0,17.0
1998-08-05,53.0,28.0,13.0
1998-07-21,53.0,28.0,14.0
1998-07-04,52.0,27.0,17.0
1998-07-01,52.0,28.0,14.0
1998-06-30,56.0,27.0,13.0
1998-06-26,51.0,28.0,15.0
1998-06-06,51.0,29.0,16.0
1998-06-03,54.0,28.0,12.0
1998-05-24,55.0,26.0,14.0
1998-05-19,50.0,29.0,16.0
1998-04-29,54.0,25.0,16.0
1998-04-27,55.0,27.0,14.0
1998-04-26,54.0,30.0,13.0
1998-04-22,52.0,29.0,16.0
1998-04-05,48.0,31.0,16.0
1998-04-01,54.0,26.0,16.0
1998-03-23,53.0,28.0,14.0
1998-03-08,46.0,33.0,17.0
1998-03-04,51.0,29.0,14.0
1998-02-23,52.0,28.0,15.0
1998-02-08,47.0,31.0,18.0
1998-02-04,54.0,29.0,11.0
1998-01-26,54.0,28.0,14.0
1998-01-11,48.0,30.0,17.0
1998-01-07,56.0,26.0,12.0
1997-12-15,55.0,26.0,15.0
1997-12-06,50.0,29.0,17.0
1997-12-03,57.0,21.0,17.0
1997-11-24,56.0,24.0,16.0
1997-11-14,56.0,30.0,11.0
1997-11-08,52.0,30.0,14.0
1997-11-04,63.0,23.0,11.0
1997-10-27,60.0,24.0,12.0
1997-10-06,59.0,23.0,13.0
1997-10-01,60.0,22.0,14.0
1997-09-29,59.0,25.0,13.0
1997-09-08,60.0,24.0,10.0
1997-09-03,58.0,26.0,12.0
1997-08-25,54.0,28.0,15.0
1997-08-06,58.0,25.0,12.0
1997-07-28,57.0,23.0,15.0
1997-06-28,61.0,23.0,12.0
1997-06-23,58.0,24.0,15.0
1997-06-04,59.0,23.0,13.0
