Date,Lab,Con,Lib Dem
1969-06-25,51.3,36.1,9.4
1969-06-13,51.0,35.0,12.0
1969-06-04,52.0,34.9,10.1
1969-05-01,53.0,32.0,13.0
1969-05-15,52.0,30.5,13.5
1969-05-14,54.6,31.5,11.3
1969-04-05,54.4,31.8,11.4
1969-04-01,54.0,31.0,12.0
1969-04-18,51.0,30.5,13.0
1969-04-09,54.8,32.9,10.3
1969-04-01,54.9,28.1,13.8
1969-03-01,56.0,31.0,10.0
1969-03-26,55.4,32.3,9.5
1969-03-14,52.5,34.0,10.0
1969-03-06,51.7,35.8,10.1
1969-02-01,55.0,32.0,10.0
1969-02-20,54.6,32.5,10.0
1969-02-13,54.5,32.0,11.0
1969-02-06,56.7,32.1,8.9
1969-01-01,49.0,33.0,13.0
1969-01-23,47.3,36.9,12.6
1969-01-09,52.2,32.5,12.1
1969-01-09,53.0,31.0,11.5
1969-01-01,52.3,32.2,12.1
1968-12-01,55.0,28.0,13.0
1968-12-11,55.0,33.3,8.4
1968-12-05,55.0,29.5,11.0
1968-11-01,47.0,38.0,11.0
1968-11-07,50.5,32.0,14.0
1968-11-06,50.8,37.7,8.7
1968-10-01,49.0,37.0,10.0
1968-10-23,46.0,42.0,8.9
1968-10-09,49.1,39.7,8.8
1968-10-01,47.0,39.0,9.5
1968-10-25,47.1,39.2,9.3
1968-09-01,51.0,32.0,13.0
1968-09-18,47.8,37.2,10.8
1968-09-12,47.0,37.0,11.5
1968-09-04,49.0,39.5,8.7
1968-08-01,49.0,37.0,10.0
1968-08-14,47.8,37.0,11.7
1968-08-01,49.5,34.5,11.5
1968-07-01,49.0,34.0,11.0
1968-07-17,51.2,35.7,9.2
1968-07-04,50.0,30.0,13.0
1968-07-03,49.4,35.5,11.4
1968-06-01,50.0,34.0,12.0
1968-06-12,52.8,33.3,9.3
1968-06-07,51.5,28.0,14.0
1968-05-01,54.0,31.0,11.0
1968-05-22,51.2,33.0,11.5
1968-05-10,56.0,28.0,11.0
1968-05-01,53.3,30.9,11.5
1968-04-07,54.5,30.0,12.5
1968-04-01,56.0,28.0,11.0
1968-04-03,55.5,32.1,9.0
1968-03-01,48.0,35.0,12.0
1968-03-06,50.0,35.9,10.4
1968-03-01,50.0,31.0,15.0
1968-02-01,50.0,34.0,11.0
1968-02-07,50.8,33.6,12.2
1968-02-03,52.5,30.0,12.5
1968-01-01,51.0,34.0,11.0
1968-01-24,53.6,34.8,9.9
1968-01-06,45.0,39.5,11.0
1967-12-01,47.0,36.0,12.0
1967-12-09,49.5,32.0,12.0
1967-12-06,45.5,37.8,12.5
1967-11-01,46.0,39.0,10.0
1967-11-01,46.5,36.0,11.5
1967-11-15,44.9,38.9,12.3
1967-11-01,46.8,38.6,11.6
1967-10-01,47.0,41.0,10.0
1967-10-11,42.5,44.4,10.7
1967-10-01,45.0,38.0,14.0
1967-09-02,43.5,41.6,12.3
1967-09-01,45.0,40.0,11.0
1967-09-13,46.6,40.1,11.0
1967-09-03,45.0,41.5,10.5
1967-08-04,47.0,41.5,9.9
1967-08-01,44.0,41.0,12.0
1967-08-16,45.9,41.3,10.1
1967-08-06,43.0,42.0,13.0
1967-07-01,40.0,45.0,12.0
1967-07-20,43.1,44.1,10.9
1967-07-06,43.5,45.2,9.1
1967-07-02,43.5,41.0,13.0
1967-06-01,42.0,46.0,10.0
1967-06-22,42.2,48.1,8.1
1967-06-07,42.8,46.0,9.2
1967-06-05,48.0,41.0,9.5
1967-05-01,46.0,40.0,11.0
1967-05-15,45.6,43.3,8.4
1967-05-08,46.5,40.0,12.0
1967-04-19,46.6,44.3,7.6
1967-04-12,45.5,41.5,11.0
1967-03-03,38.3,49.3,10.8
1967-03-05,42.5,42.5,12.5
1967-03-15,41.9,47.4,9.2
1967-02-15,41.7,45.0,11.1
1967-02-06,37.0,48.5,13.0
1967-02-01,39.6,47.4,11.2
1967-01-18,39.0,48.2,11.7
1967-01-09,42.5,45.5,10.5
1967-01-04,40.0,46.4,11.7
1966-12-06,42.5,47.0,8.6
1966-12-05,42.0,46.0,10.5
1966-11-23,42.1,46.6,9.4
1966-11-09,39.0,46.3,12.9
1966-11-07,44.0,42.0,12.5
1966-10-01,43.0,44.5,11.5
1966-10-05,36.0,51.3,11.3
1966-09-21,39.5,46.6,12.2
1966-09-07,38.4,50.5,9.9
1966-09-02,42.5,45.0,11.5
1966-08-02,44.5,44.0,10.5
1966-07-01,38.8,48.1,11.4
1966-07-14,41.0,48.5,8.5
1966-07-06,36.6,53.4,9.0
1966-06-22,37.3,55.2,6.8
1966-06-03,39.5,52.0,7.5
1966-05-06,35.5,53.5,10.0
1966-05-05,34.1,55.2,9.6
1966-04-21,35.6,55.0,8.7
1966-04-14,35.5,54.5,8.5
