Date,Lab,Con,Lib Dem
2007-03-28,32.0,39.0,17.0
2007-03-25,31.0,35.0,20.0
2007-03-22,31.0,39.0,16.0
2007-03-18,31.0,41.0,18.0
2007-03-16,32.0,38.0,16.0
2007-03-15,33.0,41.0,17.0
2007-03-04,30.0,38.0,18.0
2007-02-25,29.0,40.0,17.0
2007-02-21,32.0,37.0,17.0
2007-02-18,31.0,40.0,19.0
2007-02-09,32.0,37.0,18.0
2007-02-04,33.0,36.0,19.0
2007-01-29,35.0,39.0,19.0
2007-01-28,29.0,34.0,21.0
2007-01-24,31.0,38.0,18.0
2007-01-21,31.0,37.0,23.0
2007-01-07,32.0,39.0,18.0
2006-12-22,32.0,37.0,15.0
2006-12-20,33.0,37.0,17.0
2006-12-20,37.0,36.0,14.0
2006-12-17,32.0,40.0,18.0
2006-12-12,36.0,37.0,18.0
2006-12-10,33.0,34.0,19.0
2006-11-30,32.0,37.0,16.0
2006-11-30,31.0,39.0,20.0
2006-11-26,36.0,34.0,17.0
2006-11-19,32.0,37.0,22.0
2006-11-14,33.0,35.0,20.0
2006-11-05,33.0,36.0,20.0
2006-10-26,32.0,39.0,16.0
2006-10-22,32.0,38.0,14.0
2006-10-22,29.0,39.0,22.0
2006-10-16,37.0,35.0,18.0
2006-10-08,35.0,36.0,18.0
2006-10-05,32.0,38.0,20.0
2006-09-30,35.0,36.0,19.0
2006-09-29,36.0,36.0,16.0
2006-09-22,33.0,37.0,18.0
2006-09-22,31.0,38.0,18.0
2006-09-20,32.0,36.0,22.0
2006-09-14,33.0,37.0,21.0
2006-09-14,31.0,38.0,18.0
2006-09-07,32.0,40.0,17.0
2006-09-06,36.0,35.0,19.0
2006-09-03,32.0,36.0,20.0
2006-08-24,31.0,38.0,18.0
2006-08-20,31.0,40.0,22.0
2006-07-26,33.0,38.0,18.0
2006-07-24,32.0,36.0,24.0
2006-07-23,35.0,39.0,17.0
2006-07-09,34.0,36.0,19.0
2006-06-29,35.0,36.0,18.0
2006-06-28,33.0,39.0,18.0
2006-06-26,33.0,36.0,21.0
2006-06-23,32.0,39.0,17.0
2006-06-18,32.0,37.0,21.0
2006-06-12,34.0,41.0,18.0
2006-06-04,34.0,37.0,18.0
2006-05-30,31.0,41.0,18.0
2006-05-25,32.0,38.0,16.0
2006-05-21,34.0,38.0,20.0
2006-05-09,31.0,37.0,17.0
2006-05-07,30.0,38.0,20.0
2006-05-02,32.0,36.0,21.0
2006-04-28,32.0,35.0,18.0
2006-04-23,32.0,34.0,24.0
2006-04-22,30.0,30.0,25.0
2006-04-20,35.0,33.0,17.0
2006-04-02,36.0,34.0,21.0
2006-03-29,36.0,36.0,18.0
2006-03-21,39.0,34.0,19.0
2006-03-18,37.0,33.0,21.0
2006-03-17,35.0,38.0,19.0
2006-03-12,37.0,34.0,21.0
2006-03-05,35.0,35.0,20.0
2006-02-22,36.0,38.0,18.0
2006-02-20,38.0,35.0,20.0
2006-02-19,34.0,37.0,21.0
2006-02-10,39.0,37.0,15.0
2006-02-05,36.0,37.0,18.0
2006-01-26,40.0,39.0,13.0
2006-01-23,38.0,40.0,17.0
2006-01-22,36.0,37.0,19.0
2006-01-17,39.0,39.0,15.0
2006-01-08,39.0,36.0,16.0
2005-12-18,36.0,37.0,21.0
2005-12-15,36.0,38.0,18.0
2005-12-12,31.0,40.0,20.0
2005-12-11,38.0,35.0,19.0
2005-12-08,36.0,37.0,18.0
2005-12-08,35.0,37.0,21.0
2005-12-06,36.0,36.0,18.0
2005-11-24,37.0,35.0,20.0
2005-11-22,42.0,32.0,19.0
2005-11-20,38.0,33.0,19.0
2005-11-06,40.0,32.0,19.0
2005-11-03,39.0,33.0,21.0
2005-10-27,40.0,32.0,19.0
2005-10-25,40.0,34.0,21.0
2005-10-20,36.0,33.0,22.0
2005-10-09,40.0,30.0,21.0
2005-10-06,38.0,32.0,22.0
2005-09-29,40.0,32.0,20.0
2005-09-26,39.0,29.0,25.0
2005-09-17,40.0,31.0,21.0
2005-09-09,37.0,32.0,21.0
2005-09-04,37.0,35.0,20.0
2005-08-24,40.0,33.0,20.0
2005-08-15,39.0,31.0,24.0
2005-08-14,38.0,31.0,22.0
2005-07-28,40.0,31.0,21.0
2005-07-24,40.0,28.0,22.0
2005-07-18,41.0,28.0,25.0
2005-07-17,39.0,31.0,23.0
2005-06-30,38.0,33.0,20.0
2005-06-20,42.0,29.0,21.0
2005-06-19,38.0,31.0,23.0
2005-05-26,38.0,31.0,23.0
2005-05-23,37.0,30.0,26.0
