Date,Con,Lab,Lib Dem
1988-08-22,50.0,36.0,8.0
1988-08-15,45.5,33.5,10.5
1988-08-09,45.0,41.0,7.0
1988-07-25,46.0,36.0,10.0
1988-07-25,46.0,41.0,8.0
1988-07-21,46.0,41.0,9.0
1988-07-18,41.5,39.0,9.0
1988-07-12,45.0,43.0,6.0
1988-07-11,48.0,38.0,7.0
1988-07-03,47.0,38.0,9.0
1988-06-28,48.0,38.0,7.0
1988-06-28,45.0,38.0,8.0
1988-06-27,49.0,34.0,10.0
1988-06-23,48.0,36.0,9.0
1988-06-13,42.0,43.0,7.0
1988-06-11,47.0,40.0,7.0
1988-06-07,47.0,42.0,5.0
1988-06-04,43.0,40.0,12.0
1988-06-01,44.0,40.0,7.0
1988-05-29,40.0,43.0,6.0
1988-05-23,47.0,37.0,8.0
1988-05-19,44.0,41.0,10.0
1988-05-16,45.0,36.0,8.5
1988-05-10,44.0,42.0,7.0
1988-05-02,43.0,38.0,11.0
1988-04-26,44.0,42.0,6.0
1988-04-21,44.0,39.0,10.0
1988-04-18,40.5,41.5,11.0
1988-04-12,43.0,42.0,8.0
1988-04-11,45.0,36.0,15.0
1988-03-28,46.0,37.0,8.0
1988-03-24,46.0,39.0,11.0
1988-03-21,42.0,36.5,13.0
1988-03-20,46.0,39.0,6.0
1988-03-13,45.0,40.0,11.0
1988-03-08,43.0,42.0,14.0
1988-03-03,47.0,36.0,12.0
1988-03-01,46.0,38.0,14.0
1988-02-29,44.0,43.0,12.0
1988-02-15,46.0,36.0,15.0
1988-02-14,45.0,41.0,11.0
1988-02-09,45.0,41.0,8.0
1988-02-08,45.0,37.0,14.0
1988-01-26,50.0,36.0,12.0
1988-01-18,45.5,37.0,15.0
1988-01-11,47.0,35.0,16.0
1988-01-11,42.0,40.0,17.0
1987-12-30,48.0,36.0,15.0
1987-12-14,47.0,35.0,15.0
1987-12-08,47.0,37.0,13.0
1987-12-07,46.5,34.5,16.0
1987-11-30,49.0,34.0,15.0
1987-11-25,50.0,38.0,11.0
1987-11-16,46.5,33.0,17.0
1987-11-03,45.0,36.0,15.0
1987-10-26,47.0,37.0,14.0
1987-10-19,52.0,31.5,13.5
1987-10-19,50.0,34.0,14.0
1987-10-13,45.0,39.0,13.0
1987-09-30,49.0,36.0,12.0
1987-09-28,50.0,34.0,13.0
1987-09-21,48.0,35.5,14.0
1987-09-20,47.0,35.0,16.0
1987-09-07,44.0,33.0,20.0
1987-09-03,49.0,33.0,16.0
1987-08-26,48.0,36.0,14.0
1987-08-24,48.0,33.0,17.0
1987-08-17,45.5,35.5,17.5
1987-07-28,49.0,33.0,17.0
1987-07-16,48.0,33.0,17.0
1987-07-13,44.5,33.0,20.5
1987-07-02,42.0,36.0,20.0
1987-07-01,49.0,31.0,17.0
1987-06-29,42.0,33.0,23.0
