Date,Lab,Con,Lib Dem
1977-11-16,48.5,42.5,6.2
1977-11-14,42.0,45.5,8.5
1977-11-09,44.1,45.5,7.0
1977-10-26,43.0,46.7,6.9
1977-10-26,44.0,45.0,7.0
1977-10-24,45.0,45.0,8.0
1977-10-19,45.8,44.1,7.3
1977-09-22,42.0,49.0,5.0
1977-09-14,41.8,48.0,7.3
1977-09-12,41.0,45.5,8.5
1977-08-15,37.5,48.5,9.0
1977-08-10,38.2,51.3,7.1
1977-07-18,34.5,49.0,10.5
1977-07-13,35.1,53.1,8.4
1977-06-22,37.1,49.1,10.8
1977-06-13,37.0,47.5,10.5
1977-05-16,33.0,53.5,8.5
1977-05-11,36.9,52.9,7.2
1977-05-02,41.0,48.3,6.6
1977-04-20,38.3,49.4,9.1
1977-04-18,33.5,49.0,11.5
1977-03-23,35.7,50.9,9.7
1977-03-14,33.0,49.5,13.0
1977-02-28,38.0,47.0,12.0
1977-02-23,37.4,47.3,10.9
1977-02-16,36.1,50.2,10.0
1977-02-14,33.5,46.0,14.0
1977-01-26,36.8,48.4,10.2
1977-01-17,34.0,47.0,14.5
1977-01-02,35.1,50.0,11.2
1976-12-14,38.4,47.9,10.6
1976-12-13,34.0,49.5,11.5
1976-11-28,31.3,55.2,9.4
1976-11-15,30.0,55.0,11.5
1976-11-07,38.2,49.3,9.3
1976-10-18,36.5,48.0,11.5
1976-10-17,34.9,53.4,8.3
1976-10-10,35.9,50.7,9.5
1976-09-26,39.6,45.6,9.9
1976-09-20,42.0,42.5,11.0
1976-09-12,40.5,46.5,9.1
1976-08-22,43.3,43.9,9.3
1976-08-16,41.0,44.0,10.0
1976-07-18,43.5,43.6,8.7
1976-07-12,41.0,41.0,13.0
1976-07-11,44.1,42.1,9.5
1976-06-14,40.5,44.0,11.0
1976-06-10,41.2,45.8,8.8
1976-05-23,43.0,44.7,8.3
1976-05-17,41.0,44.0,10.5
1976-05-16,41.5,46.5,8.3
1976-04-28,46.1,41.7,8.4
1976-04-12,46.5,41.0,9.0
1976-04-11,44.7,43.6,9.0
1976-04-09,46.0,40.0,10.0
1976-03-19,47.0,40.0,9.0
1976-03-15,41.5,44.0,9.5
1976-03-14,41.7,46.0,8.8
1976-02-16,40.5,45.5,10.5
1976-01-25,42.8,42.0,11.3
1976-01-22,40.5,43.9,11.4
1976-01-19,42.0,40.5,14.0
1975-12-16,38.3,45.4,11.7
1975-12-16,41.0,40.5,14.0
1975-11-30,37.4,44.5,14.9
1975-11-17,44.5,39.0,12.5
1975-11-16,41.2,43.6,12.7
1975-10-30,41.5,43.4,11.8
1975-10-20,40.5,42.5,13.5
1975-09-22,41.5,38.5,16.5
1975-09-07,40.8,45.7,10.3
1975-08-18,42.0,40.5,14.0
1975-08-17,40.3,44.4,11.6
1975-07-14,40.5,43.0,12.5
1975-06-29,37.2,48.8,10.4
1975-06-16,40.5,44.0,13.0
1975-06-01,43.6,42.0,10.7
1975-05-19,39.5,45.5,11.0
1975-05-11,40.2,42.9,13.0
1975-04-27,43.5,42.4,10.9
1975-04-14,45.0,43.0,10.0
1975-04-06,43.3,44.8,9.1
1975-03-17,44.0,42.0,11.0
1975-03-02,46.4,40.8,10.3
1975-02-17,41.0,45.0,11.0
1975-02-09,46.0,38.6,11.1
1975-02-02,43.8,38.1,14.6
1975-01-19,47.8,32.4,15.9
1975-01-13,48.5,34.0,13.0
1974-12-16,47.0,33.0,16.5
1974-12-01,47.7,38.4,11.1
1974-11-18,46.5,35.0,14.5
1974-10-27,43.7,36.6,15.1
