Date,Approve,Disapprove,Neither
2020-04-13,66.0,26.0,7.0
2020-04-03,51.0,22.0,23.0
2020-04-02,61.0,22.0,17.0
2020-03-27,70.0,25.0,5.0
2020-03-27,55.0,26.0,19.0
2020-03-18,43.0,46.0,12.0
2020-03-16,46.0,42.0,12.0
2020-03-16,52.0,38.0,10.0
2020-03-16,52.0,38.0,9.0
2020-03-13,44.0,46.0,9.0
2020-03-13,42.0,36.0,22.0
2020-03-05,42.0,49.0,9.0
2020-02-17,48.0,38.0,14.0
2020-02-14,44.0,36.0,20.0
2020-01-20,42.0,43.0,15.0
2020-01-17,43.0,36.0,21.0
2019-12-23,46.0,41.0,12.0
2019-12-14,41.0,52.0,7.0
2019-12-13,41.0,52.0,7.0
2019-12-10,33.0,47.0,20.0
2019-12-05,45.0,48.0,7.0
2019-12-05,38.0,51.0,11.0
2019-12-04,36.0,56.0,9.0
2019-11-30,49.0,47.0,4.0
2019-11-29,38.0,39.0,23.0
2019-11-28,36.0,43.0,21.0
2019-11-23,42.0,52.0,6.0
2019-11-21,43.0,47.0,10.0
2019-11-16,49.0,45.0,6.0
2019-11-14,39.0,42.0,19.0
2019-11-12,43.0,49.0,8.0
2019-11-08,38.0,41.0,21.0
2019-11-08,45.0,50.0,5.0
2019-11-02,48.0,46.0,6.0
2019-11-01,39.0,42.0,19.0
2019-10-31,38.0,42.0,20.0
2019-10-28,46.0,44.0,10.0
2019-10-25,40.0,38.0,22.0
2019-10-17,40.0,41.0,19.0
2019-10-11,33.0,43.0,22.0
2019-10-04,37.0,43.0,20.0
2019-09-27,33.0,56.0,12.0
2019-09-27,34.0,47.0,19.0
2019-09-17,38.0,54.0,8.0
2019-09-16,36.0,55.0,9.0
2019-08-31,48.0,42.0,10.0
2019-08-30,41.0,35.0,24.0
2019-08-29,38.0,44.0,18.0
2019-08-23,41.0,36.0,23.0
2019-08-09,40.0,34.0,26.0
2019-07-30,31.0,38.0,31.0
2019-07-27,38.0,32.0,30.0
2019-07-26,34.0,55.0,12.0
2019-07-26,28.0,31.0,41.0
2019-07-22,31.0,58.0,11.0
