Date,Rot-Grün,GroKo,Ampel,Jamaika,Deutschland,Kenia,Kiwi,Rechts,Kemmerich
2021-11-26,41.0,47.0,54.0,49.0,60.0,62.0,36.0,33.0,46.0
2021-11-25,45.0,47.0,58.0,49.0,60.0,64.0,36.0,30.0,43.0
2021-11-24,42.0,46.0,55.0,51.0,59.0,63.0,38.0,32.0,45.0
2021-11-24,42.5,49.5,54.0,49.5,61.0,65.0,38.0,32.5,44.0
2021-11-24,40.0,49.0,51.0,50.0,60.0,64.0,39.0,35.0,46.0
2021-11-23,41.0,48.0,52.0,50.0,59.0,64.0,39.0,35.0,46.0
2021-11-23,42.0,46.0,53.0,51.0,57.0,64.0,40.0,33.0,44.0
2021-11-22,40.0,48.0,54.0,50.0,62.0,62.0,36.0,33.0,47.0
2021-11-22,41.0,46.0,53.0,51.0,58.0,63.0,39.0,32.0,44.0
2021-11-19,41.0,47.0,54.0,49.0,60.0,62.0,36.0,33.0,46.0
2021-11-17,41.0,49.0,53.0,50.0,61.0,64.0,38.0,34.0,46.0
2021-11-16,42.0,45.0,54.0,51.0,57.0,63.0,39.0,32.0,44.0
2021-11-15,42.0,48.0,55.0,49.0,61.0,63.0,36.0,32.5,45.5
2021-11-15,41.0,46.0,53.0,51.0,58.0,63.0,39.0,32.0,44.0
2021-11-12,41.0,48.0,54.0,50.0,61.0,63.0,37.0,33.0,46.0
2021-11-11,44.0,48.0,57.0,49.0,61.0,64.0,36.0,31.0,44.0
2021-11-11,42.0,50.0,56.0,52.0,64.0,65.0,38.0,32.5,46.5
2021-11-10,41.0,48.0,54.0,50.0,61.0,63.0,37.0,33.0,46.0
2021-11-09,41.0,46.0,55.0,51.0,60.0,62.0,37.0,31.0,45.0
2021-11-08,42.5,47.0,56.0,50.0,60.5,63.0,36.5,31.0,44.5
2021-11-08,41.0,47.0,55.0,52.0,61.0,63.0,38.0,31.0,45.0
2021-11-05,42.0,48.0,56.0,50.0,62.0,63.0,36.0,32.0,46.0
2021-11-05,43.5,48.5,57.5,50.0,62.5,64.0,36.0,31.0,45.0
2021-11-04,42.0,47.0,57.0,52.0,62.0,63.0,37.0,31.0,46.0
2021-11-03,43.0,48.0,56.0,50.0,61.0,64.0,37.0,31.0,44.0
2021-11-03,41.0,48.0,54.0,50.0,61.0,63.0,37.0,33.0,46.0
2021-11-02,41.0,47.0,54.0,51.0,60.0,63.0,38.0,32.0,45.0
2021-11-01,43.0,47.0,56.5,49.5,60.5,63.0,36.0,31.5,45.0
2021-11-01,41.0,46.0,56.0,52.0,61.0,62.0,37.0,30.0,45.0
2021-10-29,43.0,48.0,56.0,50.0,61.0,64.0,37.0,32.0,45.0
2021-10-28,43.0,47.0,57.0,50.0,61.0,63.0,36.0,31.0,45.0
2021-10-27,42.0,48.0,55.0,51.0,61.0,64.0,38.0,32.0,45.0
2021-10-27,40.0,46.0,54.0,50.0,60.0,61.0,36.0,33.0,47.0
2021-10-26,42.0,46.0,56.0,52.0,60.0,63.0,38.0,32.0,46.0
2021-10-25,44.0,48.0,58.0,50.0,62.0,64.0,36.0,31.0,45.0
2021-10-25,42.0,45.0,58.0,53.0,61.0,62.0,37.0,29.0,45.0
2021-10-22,44.0,47.0,58.0,51.0,61.0,64.0,37.0,31.0,45.0
2021-10-20,40.0,45.0,55.0,50.0,60.0,60.0,35.0,31.0,46.0
2021-10-19,41.0,46.0,54.0,50.0,59.0,62.0,37.0,32.0,45.0
2021-10-18,44.0,46.5,59.0,49.5,61.5,62.5,34.5,30.0,45.0
2021-10-18,42.0,46.0,57.0,51.0,61.0,62.0,36.0,29.0,44.0
2021-10-15,44.0,47.0,57.0,48.0,60.0,63.0,35.0,30.0,43.0
2021-10-14,45.0,47.0,58.0,49.0,60.0,64.0,36.0,30.0,43.0
2021-10-14,43.0,49.0,57.0,50.0,63.0,64.0,36.0,30.5,44.5
2021-10-13,40.0,46.0,55.0,49.0,61.0,60.0,34.0,31.0,46.0
2021-10-12,43.0,45.0,57.0,50.0,59.0,62.0,36.0,29.0,43.0
2021-10-11,44.5,48.0,59.0,50.0,62.5,64.0,35.5,30.5,45.0
2021-10-10,44.5,46.0,58.5,50.5,60.0,63.5,36.5,29.0,43.0
2021-10-11,42.0,46.0,56.0,50.0,60.0,62.0,36.0,29.0,43.0
2021-10-08,43.0,48.0,57.0,49.0,62.0,63.0,35.0,30.0,44.0
2021-10-06,43.0,47.0,57.0,48.0,61.0,62.0,34.0,30.0,44.0
2021-10-05,43.0,46.0,56.0,50.0,59.0,63.0,37.0,30.0,43.0
2021-10-04,43.5,49.0,57.0,50.0,62.5,64.5,36.5,31.0,44.5
2021-10-04,42.0,46.0,56.0,50.0,60.0,62.0,36.0,29.0,43.0
2021-10-01,44.0,49.0,56.0,49.0,61.0,65.0,37.0,31.0,43.0
2021-09-30,44.0,48.0,57.0,49.0,61.0,64.0,36.0,30.0,43.0
2021-09-26,40.4,49.9,51.8,50.3,61.3,64.6,38.9,34.6,46.0
