Date,CPC,LPC,NDP,BQ,GPC
2008-09-24,36.0,23.0,17.0,9.0,12.0
2008-09-23,37.0,24.0,19.0,9.0,11.0
2008-09-23,37.0,24.0,16.0,9.0,12.0
2008-09-23,37.0,26.0,21.0,9.0,7.0
2008-09-22,36.0,25.0,19.0,8.0,12.0
2008-09-22,38.0,27.0,21.0,8.0,6.0
2008-09-22,37.0,24.0,17.0,8.0,11.0
2008-09-21,37.0,24.0,19.0,8.0,12.0
2008-09-21,35.0,30.0,22.0,7.0,6.0
2008-09-21,38.0,23.0,17.0,8.0,12.0
2008-09-20,36.0,31.0,20.0,7.0,7.0
2008-09-20,39.0,23.0,17.0,8.0,11.0
2008-09-19,38.0,29.0,18.0,7.0,7.0
2008-09-19,38.0,23.0,17.0,8.0,12.0
2008-09-18,38.0,24.0,19.0,9.0,10.0
2008-09-18,40.0,27.0,15.0,8.0,10.0
2008-09-18,36.0,25.0,18.0,8.0,13.0
2008-09-18,39.0,28.0,18.0,7.0,7.0
2008-09-18,38.0,25.0,15.0,8.0,12.0
2008-09-17,39.0,30.0,18.0,7.0,6.0
2008-09-17,36.0,27.0,16.0,8.0,11.0
2008-09-17,38.0,24.0,18.0,8.0,12.0
2008-09-16,38.0,31.0,17.0,7.0,7.0
2008-09-16,38.0,28.0,15.0,8.0,10.0
2008-09-16,38.0,24.0,19.0,8.0,11.0
2008-09-15,38.0,31.0,17.0,6.0,8.0
2008-09-15,38.0,27.0,16.0,8.0,10.0
2008-09-15,38.0,23.0,19.0,9.0,11.0
2008-09-15,42.0,23.0,16.0,7.0,10.0
2008-09-14,37.0,31.0,18.0,6.0,9.0
2008-09-14,38.0,27.0,16.0,8.0,9.0
2008-09-14,35.0,25.0,19.0,9.0,11.0
2008-09-13,38.0,29.0,13.0,8.0,11.0
2008-09-13,40.0,26.0,15.0,8.0,9.0
2008-09-13,38.0,30.0,17.0,6.0,9.0
2008-09-12,39.0,23.0,18.0,9.0,10.0
2008-09-12,38.0,30.0,15.0,9.0,9.0
2008-09-11,36.0,26.0,19.0,8.0,11.0
2008-09-11,38.0,29.0,13.0,8.0,11.0
2008-09-11,38.0,31.0,14.0,9.0,9.0
2008-09-11,41.0,26.0,14.0,8.0,9.0
2008-09-10,37.0,32.0,13.0,9.0,9.0
2008-09-09,37.0,26.0,19.0,8.0,10.0
2008-09-09,38.0,24.0,21.0,9.0,7.0
2008-09-08,36.0,28.0,15.0,9.0,9.0
2008-09-06,43.0,25.0,15.0,8.0,7.0
2008-09-04,38.0,26.0,15.0,10.0,11.0
2008-09-03,37.0,24.0,19.0,6.0,10.0
2008-09-02,38.0,28.0,19.0,8.0,7.0
2008-08-31,37.0,29.0,17.0,8.0,9.0
2008-08-28,34.0,31.0,14.0,,10.0
2008-08-28,36.0,28.0,18.0,9.0,8.0
2008-08-28,33.0,31.0,16.0,9.0,10.0
2008-08-27,33.0,35.0,17.0,8.0,7.0
2008-08-24,33.0,34.0,15.0,7.0,9.0
2008-08-14,36.0,30.0,14.0,9.0,10.0
2008-08-10,32.0,33.0,15.0,6.0,13.0
2008-07-31,34.0,30.0,14.0,9.0,11.0
2008-07-30,35.0,30.0,17.0,9.0,8.0
2008-07-10,33.0,32.0,13.0,11.0,10.0
2008-07-05,35.0,30.0,17.0,10.0,8.0
2008-06-29,30.0,31.0,16.0,10.0,12.0
2008-06-24,33.0,30.0,19.0,9.0,7.0
2008-06-09,32.0,30.0,18.0,10.0,10.0
2008-06-08,32.0,31.0,15.0,6.0,12.0
2008-05-29,36.0,29.0,14.0,9.0,11.0
2008-05-19,34.0,27.0,18.0,11.0,8.0
2008-05-11,33.0,34.0,15.0,11.0,8.0
2008-05-11,34.0,31.0,16.0,9.0,10.0
2008-05-08,35.0,32.0,14.0,,9.0
2008-05-01,34.0,29.0,17.0,,11.0
2008-04-23,33.0,30.0,20.0,8.0,8.0
2008-04-21,32.0,33.0,14.0,,
2008-04-13,30.0,33.0,16.0,9.0,11.0
2008-04-13,36.0,30.0,15.0,8.0,10.0
2008-04-10,35.0,30.0,16.0,,10.0
2008-04-09,36.0,30.0,15.0,9.0,9.0
2008-04-09,36.0,36.0,14.0,8.0,6.0
2008-04-07,35.0,28.0,17.0,13.0,7.0
2008-04-06,31.0,32.0,15.0,9.0,12.0
2008-03-30,32.0,30.0,13.0,9.0,12.0
2008-03-28,36.0,26.0,18.0,9.0,9.0
2008-03-20,35.0,33.0,13.0,10.0,8.0
2008-03-16,32.0,32.0,17.0,9.0,8.0
2008-03-16,38.0,27.0,14.0,10.0,12.0
2008-03-06,35.0,31.0,15.0,9.0,9.0
2008-03-02,31.0,30.0,17.0,8.0,13.0
2008-03-02,34.0,28.0,18.0,10.0,9.0
2008-02-20,34.0,34.0,14.0,10.0,8.0
2008-02-18,34.0,31.0,17.0,9.0,8.0
2008-02-17,35.0,33.0,13.0,8.0,9.0
2008-02-17,39.0,27.0,12.0,10.0,12.0
2008-02-14,36.0,29.0,13.0,9.0,10.0
2008-02-10,37.0,32.0,16.0,8.0,7.0
2008-02-04,31.0,33.0,19.0,10.0,8.0
2008-01-31,33.0,33.0,18.0,8.0,8.0
2008-01-27,29.0,32.0,16.0,9.0,12.0
2008-01-24,37.0,29.0,14.0,,10.0
2008-01-13,36.0,30.0,14.0,11.0,10.0
2008-01-10,33.0,35.0,13.0,9.0,9.0
2008-01-06,37.0,30.0,13.0,10.0,9.0
2008-01-03,36.0,22.0,17.0,13.0,7.0
2007-12-20,35.0,33.0,15.0,8.0,8.0
2007-12-17,30.0,32.0,15.0,11.0,12.0
2007-12-14,33.0,28.0,17.0,10.0,10.0
2007-12-09,32.0,29.0,16.0,10.0,13.0
2007-12-06,35.0,29.0,16.0,10.0,9.0
2007-12-02,36.0,28.0,17.0,8.0,11.0
2007-11-22,39.0,29.0,15.0,8.0,8.0
2007-11-19,36.0,28.0,17.0,8.0,9.0
2007-11-13,34.0,31.0,16.0,11.0,8.0
2007-11-12,33.0,29.0,17.0,8.0,12.0
2007-11-11,32.0,32.0,12.0,11.0,13.0
2007-11-08,35.0,34.0,17.0,9.0,6.0
2007-11-08,42.0,28.0,15.0,8.0,7.0
2007-11-01,39.0,28.0,13.0,12.0,7.0
2007-10-29,33.0,29.0,17.0,9.0,10.0
2007-10-25,39.0,27.0,17.0,9.0,8.0
2007-10-18,36.0,25.0,19.0,10.0,9.0
2007-10-18,40.0,27.0,14.0,9.0,8.0
2007-10-17,34.0,29.0,17.0,9.0,9.0
2007-10-14,33.0,29.0,19.0,7.0,11.0
2007-10-14,34.0,29.0,15.0,10.0,12.0
2007-10-13,40.0,28.0,16.0,8.0,7.0
2007-10-09,35.0,28.0,17.0,8.0,10.0
2007-10-03,33.0,31.0,16.0,7.0,10.0
2007-09-18,32.0,29.0,17.0,5.0,14.0
2007-08-23,33.0,29.0,19.0,9.0,9.0
2007-08-14,36.0,33.0,13.0,10.0,8.0
2007-08-12,33.0,33.0,17.0,10.0,8.0
2007-07-27,34.0,32.0,17.0,8.0,8.0
2007-07-18,33.0,28.0,19.0,9.0,8.0
2007-07-15,31.0,31.0,17.0,10.0,10.0
2007-06-30,37.0,28.0,17.0,7.0,11.0
2007-06-18,34.0,27.0,19.0,10.0,8.0
2007-06-11,29.0,32.0,18.0,9.0,9.0
2007-05-31,34.0,31.0,16.0,10.0,9.0
2007-05-27,37.0,30.0,14.0,8.0,9.0
2007-05-24,37.0,31.0,16.0,7.0,9.0
2007-05-23,35.0,28.0,18.0,9.0,9.0
2007-05-20,33.0,31.0,17.0,8.0,10.0
2007-05-17,34.0,31.0,16.0,10.0,9.0
2007-05-17,36.0,32.0,14.0,9.0,7.0
2007-05-10,31.0,32.0,17.0,9.0,9.0
2007-05-03,32.0,33.0,17.0,9.0,10.0
2007-05-03,35.0,34.0,14.0,9.0,7.0
2007-04-29,30.0,31.0,15.0,9.0,13.0
2007-04-26,38.0,31.0,14.0,8.0,8.0
2007-04-24,36.0,30.0,13.0,9.0,12.0
2007-04-21,30.0,29.0,18.0,8.0,11.0
2007-04-19,39.0,29.0,16.0,9.0,7.0
2007-04-15,34.0,31.0,15.0,7.0,11.0
2007-04-12,38.0,32.0,14.0,8.0,8.0
2007-04-05,36.0,33.0,16.0,10.0,6.0
2007-04-05,39.0,30.0,13.0,8.0,8.0
2007-04-03,36.0,28.0,16.0,8.0,12.0
2007-03-28,36.0,31.0,15.0,8.0,9.0
2007-03-28,39.0,22.0,17.0,10.0,11.0
2007-03-25,35.0,31.0,13.0,8.0,10.0
2007-03-25,41.0,27.0,14.0,9.0,6.0
2007-03-22,40.0,29.0,14.0,9.0,7.0
2007-03-21,39.0,31.0,13.0,8.0,9.0
2007-03-15,36.0,34.0,12.0,9.0,8.0
2007-03-13,36.0,31.0,15.0,9.0,10.0
2007-03-07,38.0,28.0,15.0,10.0,8.0
2007-03-04,35.0,29.0,15.0,7.0,11.0
2007-03-03,36.0,32.0,15.0,8.0,8.0
2007-02-27,40.0,26.0,15.0,10.0,8.0
2007-02-26,36.0,27.0,13.0,8.0,13.0
2007-02-24,36.0,34.0,13.0,9.0,8.0
2007-02-18,32.0,30.0,15.0,9.0,11.0
2007-02-18,34.0,29.0,14.0,11.0,12.0
2007-02-12,32.0,33.0,15.0,9.0,8.0
2007-02-08,33.0,33.0,17.0,10.0,7.0
2007-02-04,38.0,31.0,14.0,8.0,7.0
2007-01-22,32.0,33.0,13.0,13.0,9.0
2007-01-21,35.0,32.0,13.0,8.0,9.0
2007-01-18,33.0,37.0,13.0,,
2007-01-15,32.0,33.0,13.0,10.0,9.0
2007-01-14,31.0,35.0,15.0,11.0,8.0
2006-12-30,34.0,32.0,14.0,8.0,11.0
2006-12-30,34.0,31.0,15.0,10.0,8.0
2006-12-14,34.0,36.0,13.0,10.0,5.0
2006-12-13,32.0,35.0,12.0,11.0,7.0
2006-12-09,33.0,40.0,10.0,9.0,8.0
2006-12-07,32.0,38.0,13.0,11.0,5.0
2006-12-03,31.0,35.0,12.0,10.0,11.0
2006-12-03,31.0,37.0,14.0,11.0,7.0
2006-11-26,34.0,32.0,15.0,10.0,6.0
2006-11-13,31.0,33.0,15.0,10.0,10.0
2006-11-09,34.0,32.0,16.0,13.0,5.0
2006-11-06,33.0,32.0,19.0,9.0,5.0
2006-11-05,31.0,28.0,18.0,10.0,9.0
2006-11-02,37.0,29.0,19.0,9.0,5.0
2006-10-16,32.0,30.0,15.0,11.0,10.0
2006-10-15,32.0,32.0,17.0,11.0,9.0
2006-10-12,36.0,31.7,16.2,9.9,6.2
2006-10-12,37.0,28.0,18.0,9.0,7.0
2006-09-17,35.0,26.0,19.0,12.0,8.0
2006-09-14,38.7,28.8,17.0,8.4,7.0
2006-09-04,34.0,30.0,14.0,11.0,10.0
2006-08-28,33.0,28.0,19.0,10.0,8.0
2006-08-24,38.0,29.0,17.0,10.0,5.0
2006-08-23,36.0,30.0,18.0,11.0,5.0
2006-08-13,36.0,29.0,15.0,10.0,7.0
2006-07-31,32.0,31.0,16.0,11.0,8.0
2006-07-30,38.0,29.0,15.0,11.0,8.0
2006-07-27,39.0,27.0,17.0,10.0,7.0
2006-07-23,36.0,30.0,17.0,,
2006-07-16,36.0,30.0,19.0,11.0,
2006-07-16,36.0,29.0,16.0,10.0,8.0
2006-07-16,37.0,26.0,18.0,11.0,8.0
2006-06-23,39.0,25.0,21.0,9.0,4.0
2006-06-18,38.0,28.0,19.0,10.0,
2006-06-08,36.0,27.0,19.0,9.0,9.0
2006-05-28,38.0,29.0,21.0,8.0,
2006-05-18,43.0,25.0,15.0,9.0,5.0
2006-05-09,38.0,28.0,19.0,9.0,6.0
2006-05-03,35.0,31.0,16.0,10.0,9.0
2006-04-23,41.0,26.0,19.0,10.0,
2006-04-09,39.0,29.0,14.0,11.0,5.0
2006-03-31,41.0,22.0,21.0,10.0,5.0
2006-03-26,39.0,28.0,19.0,11.0,
2006-03-23,38.0,28.0,19.0,9.0,5.0
2006-03-13,37.0,28.0,19.0,10.0,
2006-02-27,35.0,28.0,21.0,10.0,
2006-02-23,39.0,27.0,20.0,8.0,5.0
2006-02-21,39.0,28.0,19.0,8.0,
2006-02-13,35.0,25.0,24.0,8.0,
2006-02-09,33.0,34.0,18.0,9.0,7.0
2006-01-23,36.3,30.2,17.5,10.5,4.5
