Date,LPC,CPC,NDP,BQ,GPC
2005-05-02,32.0,29.0,20.0,15.0,
2005-04-28,30.0,33.0,17.0,12.0,5.0
2005-04-28,32.5,30.5,19.0,12.0,5.5
2005-04-28,33.0,30.0,13.0,13.0,10.0
2005-04-28,30.0,28.0,18.0,16.0,10.0
2005-04-24,31.0,34.0,18.0,11.0,5.0
2005-04-24,27.0,32.0,21.0,15.0,
2005-04-21,30.0,35.0,18.0,12.0,5.0
2005-04-21,31.0,35.0,18.0,12.0,
2005-04-18,31.6,37.9,14.9,11.9,3.8
2005-04-17,28.0,35.0,18.0,14.0,
2005-04-14,27.0,36.0,15.0,10.0,7.0
2005-04-14,30.0,34.0,18.0,15.0,1.0
2005-04-14,27.0,33.0,24.0,11.0,2.0
2005-04-12,36.0,30.0,19.0,11.0,4.0
2005-04-11,31.0,34.0,18.0,13.0,
2005-04-10,27.0,30.0,19.0,12.0,7.0
2005-04-10,31.0,32.0,19.0,14.0,
2005-04-09,25.0,36.2,20.5,12.6,5.0
2005-04-07,34.0,30.0,15.0,10.0,7.0
2004-06-28,36.7,29.6,15.7,12.4,4.3
