Date,Union,SPD,Grüne,FDP,Linke,Others
2009-05-14,35.0,28.0,11.0,14.0,9.0,3.0
2009-04-09,36.0,26.0,10.0,16.0,8.0,4.0
2009-03-17,35.0,26.0,11.0,16.0,9.0,3.0
2009-02-17,37.0,27.0,10.0,14.0,9.0,3.0
2009-01-23,37.0,26.0,11.0,12.0,10.0,4.0
2008-12-17,38.0,24.0,11.0,13.0,11.0,3.0
2008-11-20,34.0,25.0,10.0,13.0,13.0,5.0
2008-10-22,37.0,25.0,10.0,12.0,12.0,4.0
2008-09-23,38.0,25.0,9.0,11.0,12.0,5.0
2008-08-25,38.0,23.0,11.0,12.0,13.0,3.0
2008-07-24,35.0,27.0,12.0,11.0,11.0,4.0
2008-06-27,37.0,23.0,12.0,11.0,12.0,5.0
2008-05-22,36.0,25.0,11.0,12.0,13.0,3.0
2008-04-23,39.0,27.0,11.0,9.0,11.0,3.0
2008-03-28,38.0,28.0,9.0,11.0,12.0,2.0
2008-02-19,36.0,28.0,10.0,10.0,12.0,4.0
2008-01-22,39.0,29.0,10.0,9.0,10.0,3.0
2007-12-21,38.0,28.0,10.0,10.0,11.0,3.0
2007-11-27,39.0,29.0,9.0,9.0,11.0,3.0
2007-10-30,41.0,29.0,9.0,8.0,9.0,4.0
2007-09-25,39.0,28.0,9.0,9.0,11.0,4.0
2007-08-30,38.0,29.0,9.0,9.0,11.0,4.0
2007-07-30,39.0,27.0,10.0,9.0,11.0,4.0
2007-06-25,37.0,29.0,10.0,10.0,11.0,3.0
2007-05-25,36.0,29.0,10.0,10.0,11.0,4.0
2007-04-23,36.0,29.0,9.0,12.0,10.0,4.0
2007-03-22,36.0,30.0,10.0,10.0,9.0,5.0
2007-02-23,34.0,30.0,9.0,11.0,10.0,6.0
2007-01-30,34.0,31.0,10.0,12.0,9.0,4.0
2006-12-19,36.0,31.0,10.0,10.0,9.0,4.0
2006-11-27,32.0,30.0,10.0,12.0,9.0,7.0
2006-10-20,31.0,31.0,10.0,14.0,9.0,5.0
2006-09-22,31.0,29.0,12.0,14.0,9.0,5.0
2006-08-25,32.0,30.0,11.0,13.0,8.0,6.0
2006-07-20,35.0,30.0,8.0,12.0,9.0,6.0
2006-06-21,37.0,30.0,10.0,11.0,9.0,3.0
2006-05-23,39.0,30.0,9.0,10.0,9.0,3.0
2006-04-21,38.0,33.0,9.0,8.0,8.0,4.0
2006-03-17,40.0,29.0,9.0,10.0,8.0,4.0
2006-02-24,40.0,31.0,8.0,9.0,8.0,4.0
2006-02-13,40.0,32.0,8.0,8.0,8.0,4.0
2006-01-23,38.0,31.0,8.0,11.0,9.0,3.0
2005-12-09,36.0,34.0,8.0,10.0,9.0,3.0
2005-11-14,36.0,33.0,9.0,10.0,8.0,4.0
2005-10-17,38.0,34.0,8.0,9.0,7.0,4.0
2005-09-18,35.2,34.2,8.1,9.8,8.7,3.9
2009-09-27,33.8,23.0,10.7,14.6,11.9,4.0
2009-09-17,35.0,25.0,11.0,13.0,12.0,4.0
2009-09-09,35.0,24.0,12.0,13.0,12.0,4.0
2009-09-03,34.0,26.0,11.0,14.0,11.0,4.0
2009-09-02,35.0,24.0,11.0,14.0,11.0,5.0
2009-08-26,36.0,24.0,12.0,14.0,10.0,4.0
2009-08-19,36.0,23.0,12.0,14.0,10.0,5.0
2009-08-12,35.0,24.0,12.0,14.0,11.0,4.0
2009-08-05,35.0,23.0,12.0,15.0,11.0,4.0
2009-07-29,35.0,24.0,11.0,15.0,11.0,4.0
2009-07-22,36.0,23.0,11.0,14.0,12.0,4.0
2009-07-15,36.0,23.0,12.0,13.0,11.0,5.0
2009-07-09,36.0,24.0,11.0,14.0,11.0,4.0
2009-06-30,35.0,24.0,12.0,14.0,11.0,4.0
2009-06-23,36.0,24.0,11.0,14.0,11.0,4.0
2009-06-17,35.0,26.0,12.0,14.0,10.0,3.0
2009-06-10,35.0,25.0,12.0,14.0,10.0,4.0
2009-06-03,34.0,26.0,11.0,14.0,11.0,4.0
2009-05-27,34.0,27.0,10.0,14.0,11.0,4.0
2009-05-20,35.0,27.0,11.0,13.0,10.0,4.0
2009-05-12,34.0,28.0,10.0,13.0,11.0,4.0
2009-05-05,36.0,26.0,9.0,14.0,11.0,4.0
2009-04-29,35.0,27.0,10.0,14.0,10.0,4.0
2009-04-21,34.0,28.0,10.0,13.0,11.0,4.0
2009-04-15,34.0,27.0,10.0,14.0,11.0,4.0
2009-04-08,34.0,26.0,10.0,15.0,11.0,4.0
2009-03-31,33.0,27.0,9.0,16.0,12.0,3.0
2009-03-24,33.0,27.0,10.0,15.0,12.0,3.0
2009-03-17,33.0,25.0,11.0,16.0,11.0,4.0
2009-03-10,33.0,26.0,10.0,16.0,11.0,4.0
2009-03-03,32.0,26.0,11.0,15.0,12.0,4.0
2009-02-25,33.0,24.0,11.0,17.0,12.0,3.0
2009-02-17,34.0,24.0,12.0,16.0,11.0,3.0
2009-02-10,33.0,24.0,11.0,16.0,12.0,4.0
2009-02-04,34.0,24.0,11.0,16.0,12.0,3.0
2009-01-27,34.0,23.0,12.0,15.0,12.0,4.0
2009-01-21,35.0,25.0,11.0,13.0,12.0,4.0
2009-01-14,36.0,26.0,10.0,12.0,12.0,4.0
2009-01-07,36.0,25.0,11.0,12.0,11.0,5.0
2009-09-27,33.8,23.0,10.7,14.6,11.9,4.0
2009-09-25,33.0,25.0,10.0,14.0,12.0,6.0
2009-09-23,35.0,26.0,11.0,13.0,10.0,5.0
2009-09-16,37.0,24.0,11.0,12.0,10.0,6.0
2009-09-16,35.0,22.0,11.0,13.0,13.0,6.0
2009-09-09,35.0,21.0,10.0,14.0,14.0,6.0
2009-09-02,36.0,22.0,12.0,14.0,10.0,6.0
2009-08-26,37.0,22.0,12.0,13.0,10.0,6.0
2009-08-19,37.0,22.0,12.0,13.0,11.0,5.0
2009-08-12,38.0,21.0,12.0,13.0,11.0,5.0
2009-08-05,37.0,20.0,13.0,14.0,11.0,5.0
2009-07-29,38.0,23.0,12.0,13.0,9.0,5.0
2009-07-22,36.0,23.0,12.0,14.0,10.0,5.0
2009-07-15,36.0,23.0,12.0,14.0,10.0,5.0
2009-07-08,37.0,21.0,13.0,15.0,9.0,5.0
2009-07-01,36.0,21.0,12.0,15.0,11.0,5.0
2009-06-24,36.0,22.0,12.0,15.0,10.0,5.0
2009-06-17,35.0,21.0,13.0,15.0,11.0,5.0
2009-06-09,36.0,24.0,11.0,14.0,10.0,5.0
2009-06-03,35.0,24.0,11.0,15.0,10.0,5.0
2009-05-27,35.0,24.0,11.0,15.0,10.0,5.0
2009-05-19,36.0,24.0,11.0,14.0,10.0,5.0
2009-05-13,36.0,26.0,9.0,14.0,10.0,5.0
2009-05-06,35.0,25.0,9.0,16.0,10.0,5.0
2009-04-29,36.0,25.0,9.0,15.0,9.0,6.0
2009-04-22,35.0,23.0,10.0,16.0,11.0,5.0
2009-04-15,35.0,24.0,10.0,16.0,11.0,4.0
2009-04-07,36.0,24.0,10.0,16.0,10.0,4.0
2009-04-01,34.0,25.0,10.0,17.0,10.0,4.0
2009-03-25,34.0,24.0,10.0,16.0,11.0,5.0
2009-03-18,33.0,24.0,10.0,17.0,11.0,5.0
2009-03-11,34.0,25.0,9.0,17.0,11.0,4.0
2009-03-04,33.0,24.0,11.0,17.0,11.0,4.0
2009-02-25,34.0,23.0,10.0,18.0,11.0,4.0
2009-02-18,34.0,22.0,10.0,18.0,12.0,4.0
2009-02-11,34.0,23.0,10.0,18.0,11.0,4.0
2009-02-04,34.0,23.0,11.0,16.0,11.0,5.0
2009-01-28,35.0,22.0,10.0,16.0,12.0,5.0
2009-01-21,36.0,24.0,9.0,14.0,11.0,6.0
2009-01-14,36.0,25.0,9.0,13.0,11.0,6.0
2009-01-07,37.0,23.0,10.0,13.0,11.0,6.0
2009-09-27,33.8,23.0,10.7,14.6,11.9,4.0
2009-09-17,35.0,26.0,10.0,14.0,11.0,4.0
2009-09-10,35.0,23.0,12.0,14.0,12.0,4.0
2009-09-03,35.0,23.0,13.0,14.0,11.0,4.0
2009-08-27,35.0,23.0,13.0,15.0,10.0,4.0
2009-08-21,36.0,23.0,13.0,15.0,9.0,4.0
2009-08-13,37.0,22.0,12.0,15.0,9.0,5.0
2009-08-06,35.0,23.0,13.0,16.0,10.0,3.0
2009-07-30,36.0,24.0,13.0,14.0,10.0,3.0
2009-07-17,36.0,23.0,13.0,14.0,10.0,4.0
2009-07-02,35.0,23.0,13.0,15.0,10.0,4.0
2009-06-26,35.0,24.0,13.0,15.0,9.0,4.0
2009-06-11,36.0,25.0,13.0,14.0,9.0,3.0
2009-05-15,35.0,28.0,12.0,13.0,9.0,3.0
2009-05-07,34.0,27.0,11.0,14.0,10.0,4.0
2009-04-17,35.0,26.0,11.0,14.0,10.0,4.0
2009-04-09,34.0,27.0,11.0,14.0,10.0,4.0
2009-04-02,34.0,26.0,11.0,15.0,11.0,3.0
2009-03-20,33.0,27.0,10.0,16.0,10.0,4.0
2009-03-05,32.0,27.0,11.0,17.0,10.0,3.0
2009-02-19,33.0,26.0,11.0,16.0,11.0,3.0
2009-02-05,34.0,25.0,11.0,16.0,11.0,3.0
2009-01-23,35.0,25.0,11.0,14.0,11.0,4.0
2009-01-08,37.0,26.0,10.0,13.0,10.0,4.0
2008-12-23,35.0,26.0,11.0,12.0,12.0,4.0
2008-12-17,36.0,24.0,11.0,12.0,13.0,4.0
2008-12-09,35.0,25.0,11.0,12.0,13.0,4.0
2008-12-03,34.0,25.0,11.0,13.0,13.0,4.0
2008-11-26,34.0,24.0,11.0,13.0,14.0,4.0
2008-11-19,35.0,25.0,10.0,12.0,14.0,4.0
2008-11-12,35.0,26.0,9.0,13.0,13.0,4.0
2008-11-06,34.0,25.0,10.0,12.0,14.0,5.0
2008-10-28,33.0,26.0,11.0,12.0,13.0,5.0
2008-10-22,33.0,26.0,10.0,13.0,14.0,4.0
2008-10-15,33.0,25.0,10.0,13.0,14.0,5.0
2008-10-08,33.0,26.0,11.0,13.0,13.0,4.0
2008-10-01,34.0,25.0,10.0,12.0,14.0,5.0
2008-09-23,34.0,26.0,10.0,11.0,14.0,5.0
2008-09-17,35.0,26.0,10.0,12.0,13.0,4.0
2008-09-09,36.0,27.0,10.0,11.0,13.0,3.0
2008-09-11,36.0,26.0,10.0,11.0,13.0,4.0
2008-09-02,36.0,25.0,11.0,11.0,14.0,3.0
2008-08-27,36.0,24.0,11.0,12.0,13.0,4.0
2008-08-20,36.0,24.0,10.0,12.0,14.0,4.0
2008-08-13,36.0,24.0,11.0,11.0,14.0,4.0
2008-08-06,35.0,25.0,10.0,12.0,14.0,4.0
2008-07-30,35.0,26.0,10.0,12.0,13.0,4.0
2008-07-23,35.0,26.0,11.0,12.0,13.0,3.0
2008-07-15,34.0,27.0,10.0,12.0,13.0,4.0
2008-07-08,36.0,25.0,10.0,11.0,14.0,4.0
2008-07-02,35.0,26.0,10.0,12.0,13.0,4.0
2008-06-24,34.0,25.0,10.0,13.0,14.0,4.0
2008-06-18,34.0,25.0,10.0,12.0,15.0,4.0
2008-06-11,33.0,24.0,11.0,13.0,15.0,4.0
2008-06-03,35.0,25.0,10.0,12.0,14.0,4.0
2008-05-27,34.0,26.0,10.0,11.0,14.0,5.0
2008-05-21,34.0,25.0,10.0,12.0,15.0,4.0
2008-05-14,35.0,25.0,11.0,11.0,13.0,5.0
2008-05-06,35.0,27.0,10.0,11.0,13.0,4.0
2008-04-29,36.0,27.0,11.0,10.0,13.0,3.0
2008-04-23,37.0,26.0,10.0,11.0,13.0,3.0
2008-04-15,37.0,26.0,10.0,10.0,13.0,4.0
2008-04-08,36.0,27.0,10.0,11.0,13.0,3.0
2008-04-02,36.0,26.0,11.0,11.0,13.0,3.0
2008-03-26,37.0,25.0,11.0,10.0,14.0,3.0
2008-03-19,37.0,25.0,10.0,10.0,14.0,4.0
2008-03-11,37.0,27.0,10.0,9.0,13.0,4.0
2008-03-04,37.0,28.0,9.0,9.0,14.0,3.0
2008-03-02,36.0,27.0,9.0,10.0,14.0,4.0
2008-02-26,36.0,27.0,10.0,10.0,13.0,4.0
2008-02-19,36.0,28.0,9.0,11.0,12.0,4.0
2008-02-12,35.0,29.0,9.0,10.0,13.0,4.0
2008-02-05,35.0,30.0,9.0,10.0,13.0,3.0
2008-01-29,36.0,30.0,10.0,10.0,11.0,3.0
2008-01-22,37.0,28.0,10.0,10.0,11.0,4.0
2008-01-16,38.0,28.0,10.0,9.0,11.0,4.0
2008-01-08,38.0,28.0,9.0,10.0,11.0,4.0
2007-12-18,38.0,29.0,10.0,9.0,11.0,3.0
2007-12-11,38.0,29.0,9.0,8.0,12.0,4.0
2007-12-04,37.0,27.0,10.0,10.0,12.0,4.0
2007-11-27,37.0,28.0,10.0,9.0,12.0,4.0
2007-11-21,36.0,28.0,10.0,10.0,12.0,4.0
2007-11-18,36.0,28.0,10.0,10.0,12.0,4.0
2007-11-14,37.0,28.0,10.0,10.0,11.0,4.0
2007-11-06,37.0,30.0,9.0,10.0,10.0,4.0
2007-10-30,38.0,29.0,9.0,9.0,11.0,4.0
2007-10-23,39.0,28.0,9.0,9.0,11.0,4.0
2007-10-16,39.0,27.0,10.0,9.0,11.0,4.0
2007-10-10,38.0,28.0,10.0,9.0,11.0,4.0
2007-10-01,37.0,27.0,11.0,9.0,12.0,4.0
2007-09-25,35.0,28.0,10.0,11.0,12.0,4.0
2007-09-18,38.0,28.0,10.0,9.0,11.0,4.0
2007-09-11,37.0,27.0,10.0,10.0,12.0,4.0
2007-09-04,37.0,28.0,9.0,9.0,12.0,5.0
2007-08-28,36.0,29.0,9.0,10.0,12.0,4.0
2007-08-21,36.0,28.0,9.0,11.0,12.0,4.0
2007-08-15,36.0,27.0,10.0,10.0,13.0,4.0
2007-08-08,36.0,26.0,10.0,10.0,13.0,5.0
2007-08-01,37.0,27.0,9.0,10.0,13.0,4.0
2007-07-25,37.0,27.0,10.0,9.0,13.0,4.0
2007-07-18,36.0,27.0,9.0,10.0,14.0,4.0
2007-07-11,36.0,27.0,10.0,10.0,13.0,4.0
2007-07-04,36.0,26.0,10.0,10.0,14.0,4.0
2007-06-26,36.0,27.0,10.0,10.0,14.0,3.0
2007-06-19,36.0,28.0,10.0,10.0,13.0,3.0
2007-06-12,36.0,28.0,9.0,10.0,12.0,5.0
2007-06-06,34.0,29.0,11.0,10.0,12.0,4.0
2007-05-29,34.0,30.0,11.0,10.0,11.0,4.0
2007-05-22,35.0,29.0,11.0,10.0,11.0,4.0
2007-05-20,34.0,30.0,11.0,11.0,11.0,3.0
2007-05-15,35.0,29.0,11.0,11.0,10.0,4.0
2007-05-08,36.0,30.0,11.0,10.0,9.0,4.0
2007-05-02,37.0,29.0,10.0,10.0,10.0,4.0
2007-04-24,37.0,29.0,9.0,10.0,11.0,4.0
2007-04-17,35.0,30.0,10.0,10.0,10.0,5.0
2007-04-11,35.0,29.0,11.0,10.0,10.0,5.0
2007-04-03,36.0,30.0,10.0,10.0,10.0,4.0
2007-03-27,35.0,30.0,11.0,10.0,9.0,5.0
2007-03-20,36.0,29.0,11.0,10.0,9.0,5.0
2007-03-13,35.0,29.0,11.0,11.0,9.0,5.0
2007-03-06,34.0,30.0,10.0,11.0,10.0,5.0
2007-02-27,33.0,29.0,11.0,11.0,10.0,6.0
2007-02-21,33.0,30.0,11.0,12.0,10.0,4.0
2007-02-14,33.0,30.0,11.0,11.0,10.0,5.0
2007-02-06,34.0,30.0,11.0,12.0,9.0,4.0
2007-01-30,33.0,31.0,10.0,13.0,9.0,4.0
2007-01-24,35.0,31.0,10.0,12.0,8.0,4.0
2007-01-17,34.0,30.0,11.0,12.0,9.0,4.0
2007-01-10,34.0,30.0,11.0,11.0,9.0,5.0
2007-01-03,33.0,29.0,11.0,11.0,10.0,6.0
2006-12-20,33.0,29.0,11.0,12.0,10.0,5.0
2006-12-13,34.0,30.0,10.0,10.0,11.0,5.0
2006-12-05,33.0,29.0,11.0,11.0,11.0,5.0
2006-11-28,32.0,30.0,10.0,12.0,11.0,5.0
2006-11-22,31.0,30.0,10.0,13.0,11.0,5.0
2006-11-14,31.0,30.0,11.0,12.0,11.0,5.0
2006-11-07,29.0,30.0,11.0,14.0,11.0,5.0
2006-10-31,30.0,29.0,12.0,13.0,11.0,5.0
2006-10-25,30.0,30.0,11.0,14.0,10.0,5.0
2006-10-18,29.0,31.0,11.0,13.0,10.0,6.0
2006-10-11,29.0,31.0,11.0,14.0,10.0,5.0
2006-10-04,31.0,31.0,10.0,14.0,9.0,5.0
2006-09-27,30.0,30.0,10.0,14.0,10.0,6.0
2006-09-19,30.0,30.0,10.0,13.0,11.0,6.0
2006-09-13,31.0,29.0,11.0,13.0,11.0,5.0
2006-09-06,31.0,30.0,10.0,12.0,11.0,6.0
2006-08-30,31.0,30.0,10.0,13.0,11.0,5.0
2006-08-23,32.0,29.0,10.0,13.0,10.0,6.0
2006-08-16,31.0,29.0,10.0,13.0,11.0,6.0
2006-08-09,32.0,29.0,10.0,13.0,10.0,6.0
2006-08-02,33.0,30.0,10.0,12.0,10.0,5.0
2006-07-26,33.0,31.0,10.0,12.0,10.0,4.0
2006-07-19,33.0,30.0,10.0,13.0,10.0,4.0
2006-07-12,34.0,29.0,10.0,12.0,10.0,5.0
2006-07-04,34.0,31.0,9.0,12.0,10.0,4.0
2006-06-27,34.0,31.0,10.0,11.0,10.0,4.0
2006-06-20,35.0,31.0,9.0,11.0,10.0,4.0
2006-06-14,35.0,30.0,9.0,11.0,10.0,5.0
2006-06-07,34.0,30.0,9.0,12.0,10.0,5.0
2006-05-30,35.0,30.0,10.0,12.0,10.0,3.0
2006-05-09,37.0,30.0,9.0,10.0,10.0,4.0
2006-05-03,37.0,31.0,8.0,10.0,10.0,4.0
2006-04-25,37.0,31.0,9.0,10.0,9.0,4.0
2006-04-19,37.0,32.0,9.0,9.0,9.0,4.0
2006-04-12,38.0,30.0,9.0,10.0,9.0,4.0
2006-04-04,38.0,30.0,9.0,9.0,9.0,5.0
2006-03-28,38.0,30.0,9.0,9.0,9.0,5.0
2006-03-14,39.0,30.0,9.0,9.0,9.0,4.0
2006-03-07,38.0,30.0,9.0,9.0,9.0,5.0
2006-02-28,40.0,29.0,9.0,9.0,9.0,4.0
2006-02-23,40.0,30.0,8.0,9.0,9.0,4.0
2006-02-14,39.0,31.0,9.0,9.0,9.0,3.0
2006-02-07,40.0,31.0,8.0,9.0,9.0,3.0
2006-01-31,39.0,30.0,8.0,9.0,10.0,4.0
2006-01-24,38.0,30.0,9.0,9.0,9.0,5.0
2006-01-17,38.0,29.0,9.0,10.0,10.0,4.0
2006-01-09,39.0,31.0,9.0,9.0,8.0,4.0
2005-11-29,34.0,32.0,9.0,10.0,11.0,4.0
2005-11-22,32.0,32.0,10.0,11.0,10.0,5.0
2005-11-15,33.0,31.0,9.0,12.0,11.0,4.0
2005-11-03,34.0,31.0,9.0,11.0,11.0,4.0
2005-11-01,34.0,33.0,9.0,10.0,10.0,4.0
2005-10-26,35.0,33.0,9.0,9.0,10.0,4.0
2005-10-18,35.0,34.0,9.0,9.0,9.0,4.0
2005-09-22,36.0,33.0,8.0,10.0,10.0,3.0
2005-09-18,35.2,34.2,8.1,9.8,8.7,3.9
2008-12-22,37.0,24.0,10.0,12.0,12.0,5.0
2008-12-16,37.0,24.0,10.0,13.0,11.0,5.0
2008-12-10,38.0,23.0,11.0,12.0,11.0,5.0
2008-12-03,38.0,23.0,10.0,12.0,12.0,5.0
2008-11-26,38.0,23.0,11.0,11.0,12.0,5.0
2008-11-19,36.0,23.0,10.0,13.0,12.0,6.0
2008-11-12,37.0,23.0,9.0,12.0,13.0,6.0
2008-11-05,36.0,26.0,7.0,12.0,13.0,6.0
2008-10-29,36.0,24.0,8.0,13.0,13.0,6.0
2008-10-22,37.0,24.0,9.0,12.0,13.0,5.0
2008-10-15,35.0,24.0,10.0,13.0,12.0,6.0
2008-10-08,33.0,27.0,9.0,13.0,13.0,5.0
2008-10-01,37.0,26.0,8.0,11.0,13.0,5.0
2008-09-24,36.0,25.0,9.0,11.0,14.0,5.0
2008-09-17,38.0,25.0,8.0,10.0,14.0,5.0
2008-09-09,37.0,26.0,8.0,11.0,14.0,4.0
2008-09-09,37.0,22.0,10.0,12.0,14.0,5.0
2008-09-03,37.0,21.0,10.0,13.0,14.0,5.0
2008-08-27,37.0,20.0,10.0,12.0,15.0,6.0
2008-08-20,37.0,20.0,11.0,13.0,14.0,5.0
2008-08-13,37.0,20.0,11.0,12.0,14.0,6.0
2008-08-06,38.0,22.0,10.0,11.0,14.0,5.0
2008-07-30,38.0,21.0,10.0,12.0,14.0,5.0
2008-07-23,39.0,21.0,10.0,11.0,14.0,5.0
2008-07-16,36.0,23.0,10.0,13.0,13.0,5.0
2008-07-09,36.0,22.0,10.0,13.0,13.0,6.0
2008-07-02,35.0,22.0,10.0,14.0,14.0,5.0
2008-06-25,36.0,22.0,9.0,13.0,15.0,5.0
2008-06-18,36.0,21.0,11.0,13.0,14.0,5.0
2008-06-11,35.0,20.0,11.0,14.0,15.0,5.0
2008-06-04,36.0,20.0,12.0,13.0,15.0,4.0
2008-05-28,35.0,23.0,11.0,12.0,14.0,5.0
2008-05-20,36.0,23.0,11.0,12.0,13.0,5.0
2008-05-14,36.0,24.0,11.0,12.0,12.0,5.0
2008-05-07,37.0,23.0,10.0,11.0,14.0,5.0
2008-04-29,38.0,23.0,10.0,10.0,14.0,5.0
2008-04-23,38.0,24.0,9.0,10.0,14.0,5.0
2008-04-16,38.0,24.0,9.0,11.0,14.0,4.0
2008-04-09,38.0,24.0,10.0,11.0,13.0,4.0
2008-04-02,38.0,23.0,10.0,11.0,14.0,4.0
2008-03-26,38.0,22.0,11.0,11.0,14.0,4.0
2008-03-18,37.0,22.0,11.0,11.0,14.0,5.0
2008-03-12,38.0,23.0,11.0,10.0,14.0,4.0
2008-03-05,38.0,24.0,10.0,10.0,14.0,4.0
2008-02-27,36.0,28.0,9.0,10.0,12.0,5.0
2008-02-20,35.0,29.0,9.0,9.0,13.0,5.0
2008-02-13,36.0,27.0,9.0,10.0,13.0,5.0
2008-02-02,35.0,25.0,10.0,11.0,14.0,5.0
2008-01-30,39.0,27.0,8.0,9.0,12.0,5.0
2008-01-23,38.0,28.0,8.0,10.0,11.0,5.0
2008-01-15,37.0,27.0,9.0,11.0,12.0,4.0
2008-01-09,37.0,27.0,9.0,11.0,11.0,5.0
2007-12-26,38.0,26.0,10.0,10.0,11.0,5.0
2007-12-19,38.0,26.0,10.0,10.0,11.0,5.0
2007-12-12,39.0,26.0,9.0,10.0,11.0,5.0
2007-12-05,39.0,27.0,9.0,10.0,10.0,5.0
2007-11-28,39.0,26.0,8.0,10.0,12.0,5.0
2007-11-21,40.0,24.0,9.0,9.0,12.0,6.0
2007-11-14,39.0,26.0,8.0,10.0,12.0,5.0
2007-11-07,40.0,26.0,10.0,8.0,11.0,5.0
2007-10-29,39.0,26.0,10.0,9.0,11.0,5.0
2007-10-24,39.0,26.0,9.0,10.0,11.0,5.0
2007-10-17,40.0,25.0,10.0,9.0,11.0,5.0
2007-10-10,39.0,24.0,9.0,9.0,13.0,6.0
2007-10-03,39.0,25.0,10.0,9.0,12.0,5.0
2007-09-26,39.0,26.0,10.0,9.0,11.0,5.0
2007-09-19,40.0,25.0,9.0,8.0,12.0,6.0
2007-09-12,40.0,25.0,10.0,8.0,11.0,6.0
2007-09-05,38.0,26.0,10.0,9.0,12.0,5.0
2007-08-29,38.0,26.0,10.0,9.0,12.0,5.0
2007-08-22,37.0,26.0,9.0,11.0,12.0,5.0
2007-08-15,38.0,24.0,10.0,10.0,13.0,5.0
2007-08-08,36.0,25.0,9.0,11.0,13.0,6.0
2007-08-01,38.0,25.0,10.0,9.0,13.0,5.0
2007-07-25,38.0,25.0,10.0,9.0,13.0,5.0
2007-07-18,38.0,24.0,10.0,10.0,13.0,5.0
2007-07-11,39.0,24.0,10.0,9.0,13.0,5.0
2007-07-04,37.0,24.0,10.0,10.0,14.0,5.0
2007-06-23,39.0,24.0,10.0,10.0,13.0,4.0
